timestamp,ax,ay,az,gx,gy,gz,accel_freq,gyro_freq
2025-05-20T16:51:06.788244,0.8207381963729858,5.542375564575195,7.495516777038574,-0.24174973368644714,0.8226821422576904,0.7849612236022949,55.41,55.41
2025-05-20T16:51:06.807409,0.8207381963729858,5.542375564575195,7.495516777038574,-0.07147117704153061,0.2513708472251892,0.31719154119491577,52.20,52.20
2025-05-20T16:51:06.826294,0.8207381963729858,5.542375564575195,7.495516777038574,-0.07147117704153061,0.2513708472251892,0.31719154119491577,52.93,52.93
2025-05-20T16:51:06.846292,0.8207381963729858,5.542375564575195,7.495516777038574,-0.07147117704153061,0.2513708472251892,0.31719154119491577,50.01,50.01
2025-05-20T16:51:06.866249,0.8207381963729858,5.542375564575195,7.495516777038574,-0.07147117704153061,0.2513708472251892,0.31719154119491577,50.11,50.11
2025-05-20T16:51:06.886236,0.8207381963729858,5.542375564575195,7.495516777038574,-0.07147117704153061,0.2513708472251892,0.31719154119491577,50.03,50.03
2025-05-20T16:51:06.907110,0.8207381963729858,5.542375564575195,7.495516777038574,-0.07147117704153061,0.2513708472251892,0.31719154119491577,47.91,47.91
2025-05-20T16:51:06.926276,0.8207381963729858,5.542375564575195,7.495516777038574,-0.07147117704153061,0.2513708472251892,0.31719154119491577,52.17,52.17
2025-05-20T16:51:06.946363,0.8207381963729858,5.542375564575195,7.495516777038574,-0.07147117704153061,0.2513708472251892,0.31719154119491577,49.79,49.79
2025-05-20T16:51:06.966463,0.8207381963729858,5.542375564575195,7.495516777038574,-0.07147117704153061,0.2513708472251892,0.31719154119491577,49.75,49.75
2025-05-20T16:51:06.986307,0.6963114142417908,4.8197431564331055,7.0408806800842285,-0.07147117704153061,0.2513708472251892,0.31719154119491577,50.39,50.39
2025-05-20T16:51:07.008578,0.6963114142417908,4.8197431564331055,7.0408806800842285,-0.20433427393436432,-0.02458730712532997,-0.035124726593494415,44.90,44.90
2025-05-20T16:51:07.028095,0.6963114142417908,4.8197431564331055,7.0408806800842285,-0.20433427393436432,-0.02458730712532997,-0.035124726593494415,51.23,51.23
