timestamp,ax,ay,az,gx,gy,gz,accel_freq,gyro_freq
2025-05-20T17:12:35.706476,0.4501497745513916,1.389631748199463,8.091629028320312,0.3173062801361084,0.7676335573196411,0.07603100687265396,55.68,55.68
2025-05-20T17:12:35.722283,0.4501497745513916,1.389631748199463,8.091629028320312,0.3173062801361084,0.7676335573196411,0.07603100687265396,63.26,63.26
2025-05-20T17:12:35.747750,0.4501497745513916,1.389631748199463,8.091629028320312,0.3173062801361084,0.7676335573196411,0.07603100687265396,39.28,39.28
2025-05-20T17:12:35.773659,0.4501497745513916,1.389631748199463,8.091629028320312,0.3173062801361084,0.7676335573196411,0.07603100687265396,38.59,38.59
2025-05-20T17:12:35.786369,0.4501497745513916,1.389631748199463,8.091629028320312,0.3173062801361084,0.7676335573196411,0.07603100687265396,78.65,78.65
2025-05-20T17:12:35.802631,0.4501497745513916,1.389631748199463,8.091629028320312,0.3173062801361084,0.7676335573196411,0.07603100687265396,61.50,61.50
2025-05-20T17:12:35.822159,0.4501497745513916,1.389631748199463,8.091629028320312,0.3173062801361084,0.7676335573196411,0.07603100687265396,51.21,51.21
2025-05-20T17:12:35.841996,0.4501497745513916,1.389631748199463,8.091629028320312,0.3173062801361084,0.7676335573196411,0.07603100687265396,50.41,50.41
2025-05-20T17:12:35.887334,1.8804595470428467,1.2601202726364136,8.161020278930664,0.2505960762500763,0.5399399995803833,0.26444411277770996,22.06,22.06
2025-05-20T17:12:35.906128,1.8804595470428467,1.2601202726364136,8.161020278930664,0.2505960762500763,0.5399399995803833,0.26444411277770996,53.21,53.21
2025-05-20T17:12:35.921962,1.8804595470428467,1.2601202726364136,8.161020278930664,0.2505960762500763,0.5399399995803833,0.26444411277770996,63.18,63.18
2025-05-20T17:12:35.943719,1.8804595470428467,1.2601202726364136,8.161020278930664,0.2505960762500763,0.5399399995803833,0.26444411277770996,45.95,45.95
2025-05-20T17:12:35.970849,1.8804595470428467,1.2601202726364136,8.161020278930664,0.2505960762500763,0.5399399995803833,0.26444411277770996,36.87,36.87
2025-05-20T17:12:35.987802,1.8804595470428467,1.2601202726364136,8.161020278930664,0.2505960762500763,0.5399399995803833,0.26444411277770996,59.02,59.02
2025-05-20T17:12:36.003023,1.8804595470428467,1.2601202726364136,8.161020278930664,0.2505960762500763,0.5399399995803833,0.26444411277770996,65.64,65.64
2025-05-20T17:12:36.022136,1.8804595470428467,1.2601202726364136,8.161020278930664,0.2505960762500763,0.5399399995803833,0.26444411277770996,52.42,52.42
2025-05-20T17:12:36.046049,1.8804595470428467,1.2601202726364136,8.161020278930664,0.2505960762500763,0.5399399995803833,0.26444411277770996,41.75,41.75
2025-05-20T17:12:36.070171,3.2410783767700195,-1.949851393699646,4.634897232055664,0.1531272530555725,-0.7322145700454712,0.4149082601070404,41.45,41.45
2025-05-20T17:12:36.084483,3.2410783767700195,-1.949851393699646,4.634897232055664,0.1531272530555725,-0.7322145700454712,0.4149082601070404,69.87,69.87
2025-05-20T17:12:36.101952,3.2410783767700195,-1.949851393699646,4.634897232055664,0.1531272530555725,-0.7322145700454712,0.4149082601070404,57.27,57.27
2025-05-20T17:12:36.121953,3.2410783767700195,-1.949851393699646,4.634897232055664,0.1531272530555725,-0.7322145700454712,0.4149082601070404,49.98,49.98
2025-05-20T17:12:36.141962,3.2410783767700195,-1.949851393699646,4.634897232055664,0.1531272530555725,-0.7322145700454712,0.4149082601070404,49.98,49.98
2025-05-20T17:12:36.161936,3.2410783767700195,-1.949851393699646,4.634897232055664,0.1531272530555725,-0.7322145700454712,0.4149082601070404,50.07,50.07
2025-05-20T17:12:36.186323,3.2410783767700195,-1.949851393699646,4.634897232055664,0.1531272530555725,-0.7322145700454712,0.4149082601070404,41.00,41.00
2025-05-20T17:12:36.204680,3.2410783767700195,-1.949851393699646,4.634897232055664,0.1531272530555725,-0.7322145700454712,0.4149082601070404,54.48,54.48
2025-05-20T17:12:36.222120,3.2410783767700195,-1.949851393699646,4.634897232055664,0.1531272530555725,-0.7322145700454712,0.4149082601070404,57.34,57.34
2025-05-20T17:12:36.248566,3.8877387046813965,-2.2061824798583984,1.8993029594421387,0.22955772280693054,-1.809830904006958,0.7379401922225952,37.81,37.81
2025-05-20T17:12:36.270276,19.607088088989258,-8.982954978942871,12.56411361694336,0.22955772280693054,-1.809830904006958,0.7379401922225952,46.07,46.07
