ax_mean,ax_std,ax_min,ax_max,ax_range,ay_mean,ay_std,ay_min,ay_max,ay_range,az_mean,az_std,az_min,az_max,az_range,gx_mean,gx_std,gx_min,gx_max,gx_range,gy_mean,gy_std,gy_min,gy_max,gy_range,gz_mean,gz_std,gz_min,gz_max,gz_range,pitch_mean,pitch_std,pitch_min,pitch_max,pitch_range,roll_mean,roll_std,roll_min,roll_max,roll_range,acc_mag_mean,acc_mag_std,acc_mag_min,acc_mag_max,acc_mag_range,etiqueta
-0.6530012875795365,1.5352103607825764,-3.09391975402832,2.615355253219604,5.709275007247924,4.105485367774963,1.103530263276943,2.240280151367188,6.867999076843262,4.627718925476074,8.815517508983612,1.0499010847035477,7.0025954246521,10.72582721710205,3.723231792449951,0.0695507772034034,0.3663790763680394,-0.8029817342758179,0.4862483739852905,1.2892301082611084,-0.1026252841576933,0.249046811738466,-0.5189296007156372,0.4335612654685974,0.9524908661842346,-0.1257350639440119,0.2523985062130024,-0.4231765866279602,0.3950767815113067,0.818253368139267,4.532169437565235,9.2163814121189,-13.960623416527392,22.82204589734145,36.78266931386885,24.8491109132804,6.113698777568963,17.740586545568036,40.75501015116075,23.01442360559271,9.926333032377132,1.0241699053139122,7.976687111974179,11.822371298471031,3.845684186496854,caerse
-1.523749440908432,1.2664186107095434,-4.036691665649414,1.414158225059509,5.450849890708923,3.8793636560440063,0.5555208142212088,3.288336515426636,5.953940868377686,2.6656043529510502,8.702695882320404,1.1017247940551336,6.09332275390625,10.72582721710205,4.632504463195801,-0.0676876353332772,0.2547954433359541,-0.8029817342758179,0.3433060050010681,1.146287739276886,-0.0062384588643908,0.2164590899535184,-0.4372264742851257,0.4335612654685974,0.8707877397537231,-0.1912044966244138,0.2422488137536807,-0.4231765866279602,0.4769326746463775,0.9001092612743378,9.747107108882284,8.706813498756027,-6.870007077731517,30.242192866161364,37.11219994389288,24.19777746380564,3.64007149107808,20.28725646358685,36.99599173311221,16.708735269525363,9.771020154864848,0.8372219369669021,8.01477503274317,11.822371298471031,3.807596265727863,caerse
-0.5230710238218308,1.8263614768309964,-4.036691665649414,1.782652854919434,5.819344520568848,3.992544186115265,0.7364820602261766,3.288336515426636,5.953940868377686,2.6656043529510502,8.351429510116578,0.9615593419435888,6.09332275390625,9.620343208312988,3.5270204544067383,-0.0466662472113966,0.325974274660709,-0.539851725101471,0.5891790986061096,1.1290308237075806,-0.1771278801374137,0.3535285553208043,-1.022434949874878,0.1705839931964874,1.1930189430713654,-0.2114813856431283,0.3027456442784061,-0.5288561582565308,0.4769326746463775,1.0057888329029083,3.6691706688620913,12.304802483065792,-11.464332772845012,30.242192866161364,41.70652563900637,25.689893228727623,4.9102118823532015,19.5065374303598,36.99599173311221,17.489454302752417,9.501077314698756,0.6180619609173488,8.01477503274317,10.275500303748451,2.260725271005281,caerse
0.7641479104757309,0.5839371160685106,-0.7345965504646301,1.782652854919434,2.517249405384064,3.8735012650489806,0.6665174187446133,2.828914642333984,5.953940868377686,3.1250262260437025,8.813962137699127,0.600978803503979,7.801798343658447,10.21854877471924,2.416750431060793,-0.0440929792821407,0.3394879786496955,-0.5748237371444702,0.5891790986061096,1.1640028357505798,-0.1981416277587414,0.3140703796834089,-1.022434949874878,0.0201585385948419,1.04259348846972,-0.2479041956365108,0.2357792138597039,-0.6122392416000366,0.4769326746463775,1.0891719162464142,-4.598231492421819,3.6163196011701872,-11.464332772845012,3.963267567201808,15.42760034004682,23.79460377581961,4.604023750083607,15.474277548439703,36.99599173311221,21.521714184672508,9.707199068872251,0.4074842644016193,8.968966834122266,10.628317327163424,1.6593504930411562,caerse
-0.3089134231209754,1.0264237293897394,-2.031506538391113,1.50029981136322,3.5318063497543326,3.0110083639621736,0.6464132965409786,2.058425664901733,4.001397609710693,1.9429719448089604,9.299465870857238,0.7250666520323789,6.930810928344727,10.36690425872803,3.4360933303833026,-0.1011133916676044,0.2224398971565705,-0.5748237371444702,0.2509126961231231,0.8257364332675934,-0.0457690423354506,0.1000117818675008,-0.2674060463905334,0.0873536616563797,0.3547597080469131,-0.279401913844049,0.2041537543089748,-0.6122392416000366,0.0288633611053228,0.6411026027053595,1.7331288902725284,6.234421243281282,-11.723050504139945,12.69871727844018,24.42176778258013,18.01067235950348,4.083515857307429,11.535461956638892,24.306519116223782,12.771057159584894,9.858396896760263,0.6412044078316649,7.384047390582305,10.63030029840148,3.246252907819174,caerse
2.6409583404660224,4.182037841119078,-2.031506538391113,9.454042434692385,11.485548973083498,-0.215712970495224,3.1069060752099498,-4.732405185699463,2.828914642333984,7.561319828033447,8.440801513195037,1.7369653145809365,4.442275047302246,10.36690425872803,5.924629211425783,-0.4886383790522814,0.7876695648415227,-2.554483890533448,0.6120865345001221,3.1665704250335702,-0.487638069037348,1.0101725477922534,-3.346164464950561,0.0873536616563797,3.433518126606941,-0.4422584634274244,0.4208726787518482,-1.398574948310852,0.2295324355363845,1.6281073838472366,-15.150015040742227,23.363621417416454,-54.00227962793423,12.69871727844018,66.70099690637441,-3.2816665951345088,21.762331844673646,-43.49469853269018,16.54122822097827,60.03592675366845,10.232506390040054,1.7451784756948965,7.384047390582305,14.391830896212603,7.007783505630298,caerse
7.6905319601297375,2.2971529447382517,1.50029981136322,10.4350996017456,8.93479979038238,-3.3824940860271453,1.86000933505878,-7.345367431640625,2.058425664901733,9.403793096542358,4.443351976200939,3.2957231163168568,-0.1040877848863601,9.859625816345217,9.963713601231577,0.174871478974819,1.2761029250415583,-2.554483890533448,2.319758892059326,4.874242782592774,-0.937895036675036,0.9956827351765494,-3.346164464950561,0.0794124230742454,3.4255768880248065,0.1236543033272027,0.877888392438776,-1.398574948310852,1.533117890357971,2.9316928386688232,-50.25068853467057,17.221013632299172,-75.05914974679268,-11.723050504139945,63.33609924265274,-44.05510639470252,28.09870519078142,-90.81185749957092,16.54122822097827,107.3530857205492,10.331270157656313,1.6647662782686423,7.384047390582305,14.391830896212603,7.007783505630298,caerse
6.777550482749939,2.4372456165920395,3.988835334777832,10.4350996017456,6.446264266967768,-6.262495452165604,2.5931685625769703,-8.967700958251953,-2.502294301986694,6.465406656265259,0.6032305650878698,1.2372403608458569,-0.7884350419044495,4.442275047302246,5.230710089206696,0.6310805756598711,0.6971822407076029,-0.0925460159778595,2.319758892059326,2.4123049080371857,-0.6379909867420792,0.5909351646903372,-1.842520833015442,0.0714711770415306,1.9139920100569725,0.5939743634313344,0.6389643808662835,-0.2034179717302322,1.533117890357971,1.7365358620882032,-45.86461660403437,19.72646820362765,-75.05914974679268,-23.95928781039249,51.0998619364002,-79.55330095608389,16.118793594487695,-95.22417270794924,-39.52515821615231,55.69901449179694,9.961591667476728,0.3583225481113276,9.69039044301953,10.80022826048765,1.1098378174681205,caerse
5.12853684425354,1.3080036998242608,3.988835334777832,9.152546882629396,5.163711547851564,-8.66536796092987,0.6792434303820993,-10.154541015625,-6.68016242980957,3.4743785858154297,-0.3330808970611542,1.0204664270348327,-1.20478618144989,5.102694511413574,6.307480692863464,0.1135101290419697,0.250813968869823,-0.0925460159778595,0.6476693749427795,0.740215390920639,-0.0760373920202254,0.5448431665464307,-0.9320269227027892,1.140331864356995,2.0723587870597844,0.0924276564270258,0.596333308821157,-1.689651966094971,1.533117890357971,3.222769856452942,-30.06863807544993,5.449202368471069,-47.43436391592759,-23.95928781039249,23.475076105535106,-92.21347171382824,7.242441900049913,-98.266031775973,-52.62531558206287,45.64071619391012,10.17928742067284,1.021210780393323,9.743485343414608,12.942985370603004,3.199500027188396,caerse
4.423850572109222,4.064520726491172,-4.333401679992676,9.93260669708252,14.266008377075195,-4.659543524682522,4.613688353148999,-10.154541015625,3.135195970535278,13.289736986160278,4.034777440130711,5.578692030372095,-1.20478618144989,15.05205059051514,16.25683677196503,0.3420346317812801,0.7371131550724134,-0.8390227556228638,2.131307125091553,2.970329880714417,0.8527214020490647,0.9525060998255448,-0.2594648003578186,2.818530082702637,3.077994883060456,-0.7485956851392985,0.9296237282096576,-2.240193843841553,0.5468766689300537,2.787070512771607,-27.826077955100704,22.828316704549422,-59.858998896256274,25.114856829969483,84.97385572622576,-46.61746305548259,50.251472468173,-98.266031775973,27.95510777219608,126.22113954816908,10.745399730390526,3.088881757815978,3.865405760157041,15.159017750069326,11.293611989912286,caerse
